No.; Tex;Result
581; RT @9ap9MmEVoRW1U4g: @ahmedalbasheer1 لا متمشي بسفارة لا يشتغل خطين بالتمويل  لا يتعامل مع رغد لا يفارق العراق لا يزرع فتن لا عميل لا عنده;IDK
582; @su_111000 @ahmedalbasheer1 التيار الصدري مايقبل عمي ماتسكتو;False
583; @mena_art94 @ahmedalbasheer1 رغم ملاحظاتي عن سيد مقتدى ولكن كلامج جارح للذوق العام الى حد القرف ليش هذا الكلام الي يزيح الستار على ستر المراءة .!!!!;False
584; "@Abduallah_IQ @ahmedalbasheer1 اني اسف جداً ، جان قصدي اكتب وحيد واسف مرة ثانية واتمنى الشفاء لبنتك ❤️;True
585; "@ahmedalbasheer1 رزاله بمناسبة يومها الأغبر  طاح حظك مقتدى بكلشي أثول و فاضحنه;False
586; @P9Q5nZng182Am6m @DabZuej73h1FYcD @AlhurraIraq بووووو;IDK
587; @ahmedalbasheer1 غير انتة مطي ابن مطي اشفهم;False
588; @ahmedalbasheer1 انت اعرف بالنساء لان صنف;IDK
589; @ahmedalbasheer1 بس انجب وافهم اشوية ازبال;False
590; @ahmedalbasheer1 هاي مواصفات هيا;IDK
591; @ahmedalbasheer1 المعزول عن الشعب والوطن هو الي مايربطه بيه غير تويتر مو الي بنصهم وبإشاره منه تطلع الملايي;IDK
592; "@ahmedalbasheer1 انسطر واسكت حبيبي  سمعن وطاعتن ‍♂️;IDK
593; "@ahmedalbasheer1 بس اوضح شغله صغيره تره مقتدى مو اخوي ولا اعرفه اصلا خوش ;IDK
594; @ahmedalbasheer1 يعني تريده ينضر للمرأه مثل ماتنضرلهه انت هوه امه علويه متحشمه بحشمة الزهراء فينضر للمراه بعفه ووقار وحتوام وامك انت جانت تشتغل شغلتين حفافه و???????فانت نضيره المتناقض فماالومك من تحجي علي;IDK
595; "@abedoalrawi @hafsaamer1 @ahmedalbasheer1  مجتمعك زبالة؟! غيره;False
596; @ahmedalbasheer1 ياكليه هو اقص المراحل مخلص بتدائيه مال حوز;IDK
597; @ahmedalbasheer1 انجب بن الزانية #قردالسفار;False
598; @ahmedalbasheer1 خواتك هم يفرفرن بالمول;IDK
599; @ahmedalbasheer1 خل يطلعن كرايبك يفترن بلمول لو يلزمن سره على الصمون يعني وين الغيره بس اريد افتهم ؟ بس هوا اليترك العراق ويشتغل للسفاره شتترجه منه امدا شوارب;False
600; "@ahmedalbasheer1 لا متمشي بسفارات  ولا صاير ذيل للاحزاب  ولا مهرج باليوتيوب والقنوات  ولا سهران بملاهي الدعارات  اكيد تفكيره غير تفكيرك القذر;False
601; @ahmedalbasheer1 ههههههههه;True
602; @Samer8913 @noormuthana4 @9ap9MmEVoRW1U4g @ahmedalbasheer1 خلصن الخمس دقايق  وين صارت وثيقتج ست نور عبقرينو لو بس بالحجي والتهمبل فالحين ;IDK
603; "@maram52t @Hussien76173300 @noormuthana4 @ahmedalbasheer1 شلون قتل بلة ؟  لعد ٢٠٠٦ ، ٢٠٠٧ هم كلتو علية قاتل ومحبية يكثرون مينقصون ! عدكم عقل انتو لو حقد دفين براسكم ؟! ;IDK
604; @ahmedalbasheer1 هذا شوكت يلصم ‍♀;False
605; "@AliDm27 @hafsaamer1 @ahmedalbasheer1 مجتمع الجراوي اقصد  بكل اصنافهم واكيد موازي لمجتمع عبيد السيد بالانحطاط;False
606; "@madean98 @9ap9MmEVoRW1U4g @ahmedalbasheer1 المهم   انطيتج دليل عمالة دون كلام واتهامات فارغة   تحياتي;False
607; @AlaaAlabadii @ahmedalbasheer1 بالكصه ;IDK
608; @ahmedalbasheer1 اخوان اذا افتهمتو شي كلول;IDK
609; "@a95bdulla @ahmedalbasheer1 ترا قصده واضح  قصف;IDK
610; @ahmedalbasheer1 غير ضاغطك وشاغل بالك ;False
611; "@osama_ayoop @z5OJvIFWIU7KLQa @ahmedalbasheer1 عزيزي لنأخذك على قدر عقلك و نخبرك بما هو حجودة لك  حسنا  والده يناديه المقتدى و ذكره ب( المقتدى ) في أحدى قصائده   الأولياءيستشهدون و هم أحياء  عند ربهم يرزقون  و الطغاة يقتلون شر قتلة و من ثم يموتون ليكونو حطبا لجهنم و في قعرها يستقرون   #لحد_يزعل #المرأة_سيدة_العفه #المقتدى;IDK
612; "@ahmedalbasheer1 قل للمطايا وان كبرت معالفها لن يسبقن الخيل في ركض الميادين #قردالسفارة_يولوا #بن_الملاهي_يولوا;False
613; @ahmedalbasheer1 مو رفيقات مثل هيومه ;False
614; "@ahmedalbasheer1 طبعاً لازم بتغريدتة سر كبير  اسم التغريدة بيه شي والله ؟ والله احنة ماتابعينة بكدكم على الحقد يقودكم لو شنو ؟. ونوب اليعلقولك مكيفين بس يردون واحد يحجي علي عجيب .لهل درجة بس تريد طيحة لو تموت متكدر انت والعالم كلة;IDK
615; @osama_ayoop @z5OJvIFWIU7KLQa @ahmedalbasheer1 تصحيح . حج;IDK
616; @ahmedalbasheer1 جهلة طيع حبيب;IDK
617; @AbdAltay @m4xpro_ @ahmedalbasheer1 بس هو هكر كذا حساب ونشر فضايحه;IDK
618; "@madean98 @9ap9MmEVoRW1U4g @ahmedalbasheer1 المهم خيتي أنا ما اتهمتج بشيء هذا عميل يحجي بتوجيه من السفارة;True
619; "@ahmedalbasheer1 زلمة هوة مو  دثو مثلك ☝️;False
620; @AhadTv @ahmedalbasheer1 شتريد جايك رزق 3 اجزاء لكدا;IDK
621; "RT @AlaaAlabadii: @ahmedalbasheer1 البشير (#شو) وجعفر (توك)  ما اعرف ليش دائماً ينتقصون من النساء وخصوصاً العراقيات  (شو) يختصر النساء العر…;IDK
622; @9ap9MmEVoRW1U4g @ahmedalbasheer1 عيني هو مقتدى نفسه لو لا فضل بوش وأمريكا عليه جان يحلم يطلع صوت أحفاد احفادة بالعراق قال سفارة قال;IDK
623; "@mohommedALHUR @ahmedalbasheer1 چنت اتوقع ان الاضافة مبنية على اساس نحوي او شي                                                     يعني هسة ""المقتدى ""اسم لو صفة ؟;IDK
624; "@aliyahia0 @Hussien76173300 @noormuthana4 @ahmedalbasheer1 دوخخخر  ذاك اليوم يهدد يرجع جيش المهدي والبطة https://t.co/JoewnkK0jo;IDK
625; "@AlaaAlabadii @ahmedalbasheer1 الشيوعية والعلمانية  الي مسوين حسابات وهمية بأسم بنات كل عام وانتم بخير في يومكم العالمي  https://t.co/0053DcFkFL;IDK
626; @ahmedalbasheer1 كلش مصختهه وهو ابد مو يمك ومامنطيك قيمة كافي لعبت رواحن;False
627; @aliyahia0 @maram52t @noormuthana4 @ahmedalbasheer1 هاي بعدك ع هاي السوالف ماال الحقد الدفين ;IDK
628; @MereamOtako @mohommedALHUR @ahmedalbasheer1 هههه;IDK
629; @ahmedalbasheer1 نشكر الله على وجود شخص مثل مقتدى الصدر في زماننا لأنه معتدل ومنصف وناصر الفقراء والمظلومين وهو من هزم الاحتلال واذنابه امثال البشير والقاعدة والفاسدين وسوف يكون عنوان عالمي للأعتدال رغم انوفكم ياحاقدي;IDK
630; @ahmedalbasheer1 والله يا احمد انته مكبر راسه الهذا التافه عوفه يغرد ميغرد مشكلت;False
631; @abu_sheld @ahmedalbasheer1 تسلم يا حبيبي ;True
632; @ahmedalbasheer1 مقصودة ;IDK
633; @ahmedalbasheer1 السخريه انك تعتاش على المسخرة.;False
634; "RT @RuhImwPEhHFi5aw: @AlhurraIraq نعیش فی بلد یخجل ساسته من عزف فتاة لنشیده الوطني، لكنهم لا يخجلون من نهب أمواله وسرقة خيراته جهاراً نهارا…;False
635; @ahmedalbasheer1 بخت;IDK
636; @ahmedalbasheer1 السلام على سيد الاصلاح والمصلحين ❤❤ https://t.co/exfbPS7es;IDK
637; "RT @AlaaAlabadii: @ahmedalbasheer1 البشير (#شو) وجعفر (توك)  ما اعرف ليش دائماً ينتقصون من النساء وخصوصاً العراقيات  (شو) يختصر النساء العر…;IDK
638; "@ahmedalbasheer1 هذاً لكلتهن كلهن ولعديتهن بإذن الله نخليك شوفهن فقط على ليوتيوب  يعني احلم حلم ب عراق  انصحك يصورولك بكل مكان للعراق علمود تشبع منة;IDK
639; "@aliyahia0 @maram52t @noormuthana4 @ahmedalbasheer1 المايعجب قائدنه بالبطه نشيله  هاي الهتفات من ردددها امي !;False
640; @ahmedalbasheer1 تره اسمه يوم المرأه حبي مخربط الي دتتحجي عليه يوم الكحاب تاكد م̷ـــِْن التاريخ بيبي;False
641; "@abedoalrawi @hafsaamer1 @ahmedalbasheer1 ليش هذا التهجم ليش الجراوي اعتدوا عليك؟ حالوا يتحرشون بيك بالشارع؟ ضربوك ببلوك على راسك؟ زين خطفوك وعذبوك؟!  علي اذا ما انت واحد منهم وكاعد تضيع شاش لان مستحيل شخص يتهجهم على شخص ممأذيه;IDK
642; @ahmedalbasheer1 رهيبه بالمكا;IDK
643; @ahmedalbasheer1 هاي رزالة لو جاي تعلمه لو الأثنين كلاهم;IDK
644; @ahmedalbasheer1 يمضرط وحده هذا;False
645; @ahmedalbasheer1 هذه نظرتك للمرأة دياحه وسفر..;False
646; @ahmedalbasheer1 دنجب زعطو;False
647; @ahmedalbasheer1 اكل خرة بعث;False
648; @ahmedalbasheer1 طبعا متره;IDK
649; "@mena_art94 @ahmedalbasheer1 إبن هويام وين مااكو مومس تأيد تغريداتك هذا يعني أنك عراب ال،ع،و،ا،ه،ر;False
650; @ahmedja53741606 @ahmedalbasheer1 اي والله ..#طاح_حظج_امريكا ;IDK
651; @Iraq24129515 @9ap9MmEVoRW1U4g @ahmedalbasheer1 على اساس هم شلونهم كلهم فساد من ساسهم لراسهم 17 سنة بس قتل ودمار وتخريب بس لزموا السطلة الشيعة صدك خراب شوهوا صورة الائمة للعلم اني شيعية حنى مو كل شي وكلتوا طائفية واحد منهم هذا سيدكم 15 وزارة بأيده وحزب بالبرلمان وبس بوك وفساد ع الاقل خل خلي احترام لابوه اسمه صار بالكا;IDK
652; @mena_art94 @ahmedalbasheer1 اشو ذبحتينه بالدورة . يابا عادي عرفناها ونعرفها من قبل حالة فسيولوجية بس المو عادي راح اسألج بيه . انت تگدرين تطلعين بالشارع وتقولين اليوم جايتني الدورة؟! اذا قلتي لا فراح تفسريه انت انه شي عيب.. واذا قلتي نعم فأقول لك انت كذاب;IDK
653; @9ap9MmEVoRW1U4g @ahmedalbasheer1 لاشارد من قم لاتنسيه;IDK
654; @ahmedalbasheer1 لا هوه يريد يرجعنه الى الورا;IDK
655; @ahmedalbasheer1 التغريدة مو لأمثالك;IDK
656; @ahmedalbasheer1 اتروحلة فدوة للسيد القائد هوة ملتهي ايباوع لشكولاتك التعبان;IDK
657; @ahmedalbasheer1 @والله حتى العيد ماله طعم وأهل العمائم موجودين ربي شوكت نخلص منه;False
658; @ahmedalbasheer1 دكل خر;False
659; "@AliDm27 @hafsaamer1 @ahmedalbasheer1 يعني هذا منطق مال تضيع شاش جان استحيت وحجيت بدليل   طبعا متعدين عليه وعلى المجتمع بقذارتهم  وعلى الامراض الزبالة اللي شايليها  اقذر حتى من الخنازير بالامراض اللي يحملوها  وبعدين مجتمع بي هالفئة المنحطه طبعا اخاف على ناسي منهم من قذارتهم;IDK
660; @QCXAf0mYXSzQ0BG @alsumariatv نتمنى على قصي السهيل ان يطرح فكرة تخفيظ تقصيد مبالغ الكليات الاهليه لانها مكلفه على الطالب والاهل كثر;IDK
661; @ahmedalbasheer1 عبالك كلها مثل امك دايحة ٢٤ ساع;False
662; @mena_art94 @ahmedalbasheer1 اشو ذبحتينه بالدورة . يابا عادي عرفناها ونعرفها من قبل حالة فسيولوجية بس المو عادي راح اسألج بيه . انت تگدرين تطلعين بالشارع وتقولين اليوم جايتني الدورة؟! اذا قلتي لا فراح تفسريه انت انه شي عيب.. واذا قلتي نعم فأقول لك انت كذابة لان مستحيل تسوينه;IDK
663; "@alsumariatv صح مع الاسف ماكو صيانه من الجهات المختصه  مطار بغداد الى متى مهمل;IDK
664; "@ahmedalbasheer1 بس شوية خلينة نعوف الحقد شوية ونقره زين يعني بس نتقدة احمد انتم هم أنتقتوه زين شبيه غير اكو عقل وتفكر بي غير مثقفين لو شنو . شبيه يهينه لا يضطهدة لا يسبه لا  لعد ليش هيجي يمعودين ترة فوكاكم الله ونار جهم جواكم;IDK
